0.000	3.0000000000
0.001	2.9925000000
0.002	2.9850187500
0.003	2.9775562031
0.004	2.9701123126
0.005	2.9626870318
0.006	2.9552803143
0.007	2.9478921135
0.008	2.9405223832
0.009	2.9331710772
0.010	2.9258381495
0.011	2.9185235542
0.012	2.9112272453
0.013	2.9039491772
0.014	2.8966893042
0.015	2.8894475810
0.016	2.8822239620
0.017	2.8750184021
0.018	2.8678308561
0.019	2.8606612790
0.020	2.8535096258
0.021	2.8463758517
0.022	2.8392599121
0.023	2.8321617623
0.024	2.8250813579
0.025	2.8180186545
0.026	2.8109736078
0.027	2.8039461738
0.028	2.7969363084
0.029	2.7899439676
0.030	2.7829691077
0.031	2.7760116849
0.032	2.7690716557
0.033	2.7621489766
0.034	2.7552436041
0.035	2.7483554951
0.036	2.7414846064
0.037	2.7346308949
0.038	2.7277943176
0.039	2.7209748318
0.040	2.7141723948
0.041	2.7073869638
0.042	2.7006184964
0.043	2.6938669501
0.044	2.6871322828
0.045	2.6804144520
0.046	2.6737134159
0.047	2.6670291324
0.048	2.6603615595
0.049	2.6537106556
0.050	2.6470763790
0.051	2.6404586881
0.052	2.6338575413
0.053	2.6272728975
0.054	2.6207047152
0.055	2.6141529535
0.056	2.6076175711
0.057	2.6010985271
0.058	2.5945957808
0.059	2.5881092914
0.060	2.5816390181
0.061	2.5751849206
0.062	2.5687469583
0.063	2.5623250909
0.064	2.5559192782
0.065	2.5495294800
0.066	2.5431556563
0.067	2.5367977671
0.068	2.5304557727
0.069	2.5241296333
0.070	2.5178193092
0.071	2.5115247609
0.072	2.5052459490
0.073	2.4989828342
0.074	2.4927353771
0.075	2.4865035386
0.076	2.4802872798
0.077	2.4740865616
0.078	2.4679013452
0.079	2.4617315918
0.080	2.4555772628
0.081	2.4494383197
0.082	2.4433147239
0.083	2.4372064371
0.084	2.4311134210
0.085	2.4250356374
0.086	2.4189730483
0.087	2.4129256157
0.088	2.4068933017
0.089	2.4008760684
0.090	2.3948738782
0.091	2.3888866936
0.092	2.3829144768
0.093	2.3769571906
0.094	2.3710147977
0.095	2.3650872607
0.096	2.3591745425
0.097	2.3532766061
0.098	2.3473934146
0.099	2.3415249311
0.100	2.3356711188
0.101	2.3298319410
0.102	2.3240073611
0.103	2.3181973427
0.104	2.3124018494
0.105	2.3066208447
0.106	2.3008542926
0.107	2.2951021569
0.108	2.2893644015
0.109	2.2836409905
0.110	2.2779318880
0.111	2.2722370583
0.112	2.2665564657
0.113	2.2608900745
0.114	2.2552378493
0.115	2.2495997547
0.116	2.2439757553
0.117	2.2383658159
0.118	2.2327699014
0.119	2.2271879766
0.120	2.2216200067
0.121	2.2160659567
0.122	2.2105257918
0.123	2.2049994773
0.124	2.1994869786
0.125	2.1939882611
0.126	2.1885032905
0.127	2.1830320323
0.128	2.1775744522
0.129	2.1721305161
0.130	2.1667001898
0.131	2.1612834393
0.132	2.1558802307
0.133	2.1504905301
0.134	2.1451143038
0.135	2.1397515180
0.136	2.1344021392
0.137	2.1290661339
0.138	2.1237434686
0.139	2.1184341099
0.140	2.1131380246
0.141	2.1078551795
0.142	2.1025855416
0.143	2.0973290777
0.144	2.0920857550
0.145	2.0868555407
0.146	2.0816384018
0.147	2.0764343058
0.148	2.0712432200
0.149	2.0660651120
0.150	2.0608999492
0.151	2.0557476993
0.152	2.0506083301
0.153	2.0454818093
0.154	2.0403681047
0.155	2.0352671845
0.156	2.0301790165
0.157	2.0251035690
0.158	2.0200408101
0.159	2.0149907080
0.160	2.0099532313
0.161	2.0049283482
0.162	1.9999160273
0.163	1.9949162372
0.164	1.9899289466
0.165	1.9849541243
0.166	1.9799917390
0.167	1.9750417596
0.168	1.9701041552
0.169	1.9651788948
0.170	1.9602659476
0.171	1.9553652827
0.172	1.9504768695
0.173	1.9456006773
0.174	1.9407366757
0.175	1.9358848340
0.176	1.9310451219
0.177	1.9262175091
0.178	1.9214019653
0.179	1.9165984604
0.180	1.9118069642
0.181	1.9070274468
0.182	1.9022598782
0.183	1.8975042285
0.184	1.8927604679
0.185	1.8880285668
0.186	1.8833084954
0.187	1.8786002241
0.188	1.8739037236
0.189	1.8692189643
0.190	1.8645459168
0.191	1.8598845520
0.192	1.8552348407
0.193	1.8505967536
0.194	1.8459702617
0.195	1.8413553360
0.196	1.8367519477
0.197	1.8321600678
0.198	1.8275796676
0.199	1.8230107185
0.200	1.8184531917
0.201	1.8139070587
0.202	1.8093722911
0.203	1.8048488603
0.204	1.8003367382
0.205	1.7958358963
0.206	1.7913463066
0.207	1.7868679408
0.208	1.7824007710
0.209	1.7779447690
0.210	1.7734999071
0.211	1.7690661574
0.212	1.7646434920
0.213	1.7602318832
0.214	1.7558313035
0.215	1.7514417253
0.216	1.7470631210
0.217	1.7426954632
0.218	1.7383387245
