0.000	1.5000000000
0.001	1.5020000001
0.002	1.5039990002
0.003	1.5059969469
0.004	1.5079937870
0.005	1.5099894671
0.006	1.5119839341
0.007	1.5139771348
0.008	1.5159690162
0.009	1.5179595251
0.010	1.5199486088
0.011	1.5219362142
0.012	1.5239222885
0.013	1.5259067789
0.014	1.5278896328
0.015	1.5298707975
0.016	1.5318502205
0.017	1.5338278492
0.018	1.5358036312
0.019	1.5377775141
0.020	1.5397494458
0.021	1.5417193739
0.022	1.5436872463
0.023	1.5456530111
0.024	1.5476166162
0.025	1.5495780098
0.026	1.5515371400
0.027	1.5534939551
0.028	1.5554484035
0.029	1.5574004336
0.030	1.5593499939
0.031	1.5612970332
0.032	1.5632415000
0.033	1.5651833432
0.034	1.5671225116
0.035	1.5690589543
0.036	1.5709926204
0.037	1.5729234589
0.038	1.5748514193
0.039	1.5767764508
0.040	1.5786985029
0.041	1.5806175252
0.042	1.5825334673
0.043	1.5844462791
0.044	1.5863559104
0.045	1.5882623111
0.046	1.5901654315
0.047	1.5920652216
0.048	1.5939616318
0.049	1.5958546124
0.050	1.5977441141
0.051	1.5996300875
0.052	1.6015124832
0.053	1.6033912522
0.054	1.6052663455
0.055	1.6071377141
0.056	1.6090053092
0.057	1.6108690823
0.058	1.6127289847
0.059	1.6145849681
0.060	1.6164369841
0.061	1.6182849846
0.062	1.6201289214
0.063	1.6219687468
0.064	1.6238044128
0.065	1.6256358719
0.066	1.6274630765
0.067	1.6292859791
0.068	1.6311045325
0.069	1.6329186897
0.070	1.6347284034
0.071	1.6365336269
0.072	1.6383343135
0.073	1.6401304165
0.074	1.6419218896
0.075	1.6437086862
0.076	1.6454907604
0.077	1.6472680660
0.078	1.6490405571
0.079	1.6508081880
0.080	1.6525709132
0.081	1.6543286870
0.082	1.6560814643
0.083	1.6578291998
0.084	1.6595718486
0.085	1.6613093657
0.086	1.6630417065
0.087	1.6647688264
0.088	1.6664906809
0.089	1.6682072259
0.090	1.6699184173
0.091	1.6716242110
0.092	1.6733245634
0.093	1.6750194307
0.094	1.6767087695
0.095	1.6783925366
0.096	1.6800706888
0.097	1.6817431830
0.098	1.6834099765
0.099	1.6850710267
0.100	1.6867262909
0.101	1.6883757270
0.102	1.6900192928
0.103	1.6916569463
0.104	1.6932886456
0.105	1.6949143491
0.106	1.6965340155
0.107	1.6981476032
0.108	1.6997550713
0.109	1.7013563788
0.110	1.7029514849
0.111	1.7045403489
0.112	1.7061229306
0.113	1.7076991896
0.114	1.7092690858
0.115	1.7108325794
0.116	1.7123896307
0.117	1.7139402002
0.118	1.7154842485
0.119	1.7170217364
0.120	1.7185526250
0.121	1.7200768754
0.122	1.7215944492
0.123	1.7231053078
0.124	1.7246094131
0.125	1.7261067270
0.126	1.7275972117
0.127	1.7290808294
0.128	1.7305575428
0.129	1.7320273145
0.130	1.7334901075
0.131	1.7349458849
0.132	1.7363946100
0.133	1.7378362463
0.134	1.7392707575
0.135	1.7406981075
0.136	1.7421182603
0.137	1.7435311804
0.138	1.7449368320
0.139	1.7463351801
0.140	1.7477261894
0.141	1.7491098250
0.142	1.7504860523
0.143	1.7518548368
0.144	1.7532161441
0.145	1.7545699401
0.146	1.7559161910
0.147	1.7572548631
0.148	1.7585859229
0.149	1.7599093372
0.150	1.7612250729
0.151	1.7625330972
0.152	1.7638333774
0.153	1.7651258811
0.154	1.7664105761
0.155	1.7676874303
0.156	1.7689564121
0.157	1.7702174898
0.158	1.7714706321
0.159	1.7727158077
0.160	1.7739529859
0.161	1.7751821359
0.162	1.7764032271
0.163	1.7776162294
0.164	1.7788211125
0.165	1.7800178468
0.166	1.7812064026
0.167	1.7823867505
0.168	1.7835588612
0.169	1.7847227059
0.170	1.7858782558
0.171	1.7870254824
0.172	1.7881643574
0.173	1.7892948527
0.174	1.7904169404
0.175	1.7915305931
0.176	1.7926357832
0.177	1.7937324836
0.178	1.7948206674
0.179	1.7959003079
0.180	1.7969713785
0.181	1.7980338530
0.182	1.7990877054
0.183	1.8001329099
0.184	1.8011694409
0.185	1.8021972731
0.186	1.8032163814
0.187	1.8042267408
0.188	1.8052283269
0.189	1.8062211150
0.190	1.8072050812
0.191	1.8081802013
0.192	1.8091464518
0.193	1.8101038091
0.194	1.8110522501
0.195	1.8119917516
0.196	1.8129222909
0.197	1.8138438456
0.198	1.8147563932
0.199	1.8156599118
0.200	1.8165543795
0.201	1.8174397747
0.202	1.8183160762
0.203	1.8191832627
0.204	1.8200413135
0.205	1.8208902078
0.206	1.8217299254
0.207	1.8225604460
0.208	1.8233817498
0.209	1.8241938171
0.210	1.8249966285
0.211	1.8257901648
0.212	1.8265744070
0.213	1.8273493366
0.214	1.8281149349
0.215	1.8288711839
0.216	1.8296180655
0.217	1.8303555620
