0.000000	-2.0000000000
0.001000	-1.9984999988
0.002000	-1.9969989886
0.003000	-1.9954969644
0.004000	-1.9939939220
0.005000	-1.9924898566
0.006000	-1.9909847635
0.007000	-1.9894786383
0.008000	-1.9879714763
0.009000	-1.9864632730
0.010000	-1.9849540242
0.011000	-1.9834437251
0.012000	-1.9819323715
0.013000	-1.9804199589
0.014000	-1.9789064829
0.015000	-1.9773919392
0.016000	-1.9758763235
0.017000	-1.9743596317
0.018000	-1.9728418592
0.019000	-1.9713230019
0.020000	-1.9698030559
0.021000	-1.9682820168
0.022000	-1.9667598804
0.023000	-1.9652366429
0.024000	-1.9637123000
0.025000	-1.9621868479
0.026000	-1.9606602825
0.027000	-1.9591325999
0.028000	-1.9576037961
0.029000	-1.9560738672
0.030000	-1.9545428096
0.031000	-1.9530106194
0.032000	-1.9514772927
0.033000	-1.9499428260
0.034000	-1.9484072154
0.035000	-1.9468704573
0.036000	-1.9453325483
0.037000	-1.9437934846
0.038000	-1.9422532626
0.039000	-1.9407118791
0.040000	-1.9391693305
0.041000	-1.9376256133
0.042000	-1.9360807243
0.043000	-1.9345346600
0.044000	-1.9329874173
0.045000	-1.9314389928
0.046000	-1.9298893834
0.047000	-1.9283385859
0.048000	-1.9267865971
0.049000	-1.9252334141
0.050000	-1.9236790338
0.051000	-1.9221234531
0.052000	-1.9205666692
0.053000	-1.9190086792
0.054000	-1.9174494801
0.055000	-1.9158890693
0.056000	-1.9143274439
0.057000	-1.9127646012
0.058000	-1.9112005386
0.059000	-1.9096352534
0.060000	-1.9080687431
0.061000	-1.9065010051
0.062000	-1.9049320370
0.063000	-1.9033618363
0.064000	-1.9017904006
0.065000	-1.9002177277
0.066000	-1.8986438151
0.067000	-1.8970686607
0.068000	-1.8954922624
0.069000	-1.8939146179
0.070000	-1.8923357251
0.071000	-1.8907555821
0.072000	-1.8891741869
0.073000	-1.8875915375
0.074000	-1.8860076319
0.075000	-1.8844224685
0.076000	-1.8828360454
0.077000	-1.8812483608
0.078000	-1.8796594132
0.079000	-1.8780692008
0.080000	-1.8764777220
0.081000	-1.8748849755
0.082000	-1.8732909597
0.083000	-1.8716956730
0.084000	-1.8700991144
0.085000	-1.8685012825
0.086000	-1.8669021758
0.087000	-1.8653017934
0.088000	-1.8637001338
0.089000	-1.8620971963
0.090000	-1.8604929797
0.091000	-1.8588874830
0.092000	-1.8572807053
0.093000	-1.8556726457
0.094000	-1.8540633034
0.095000	-1.8524526777
0.096000	-1.8508407677
0.097000	-1.8492275731
0.098000	-1.8476130930
0.099000	-1.8459973270
0.100000	-1.8443802747
0.101000	-1.8427619354
0.102000	-1.8411423091
0.103000	-1.8395213952
0.104000	-1.8378991936
0.105000	-1.8362757041
0.106000	-1.8346509266
0.107000	-1.8330248610
0.108000	-1.8313975072
0.109000	-1.8297688654
0.110000	-1.8281389355
0.111000	-1.8265077178
0.112000	-1.8248752125
0.113000	-1.8232414200
0.114000	-1.8216063404
0.115000	-1.8199699742
0.116000	-1.8183323219
0.117000	-1.8166933839
0.118000	-1.8150531610
0.119000	-1.8134116535
0.120000	-1.8117688624
0.121000	-1.8101247883
0.122000	-1.8084794322
0.123000	-1.8068327947
0.124000	-1.8051848768
0.125000	-1.8035356796
0.126000	-1.8018852041
0.127000	-1.8002334515
0.128000	-1.7985804227
0.129000	-1.7969261193
0.130000	-1.7952705423
0.131000	-1.7936136933
0.132000	-1.7919555735
0.133000	-1.7902961845
0.134000	-1.7886355278
0.135000	-1.7869736050
0.136000	-1.7853104178
0.137000	-1.7836459678
0.138000	-1.7819802569
0.139000	-1.7803132869
0.140000	-1.7786450596
0.141000	-1.7769755772
0.142000	-1.7753048416
0.143000	-1.7736328548
0.144000	-1.7719596192
0.145000	-1.7702851367
0.146000	-1.7686094097
0.147000	-1.7669324405
0.148000	-1.7652542316
0.149000	-1.7635747853
0.150000	-1.7618941043
0.151000	-1.7602121910
0.152000	-1.7585290481
0.153000	-1.7568446783
0.154000	-1.7551590844
0.155000	-1.7534722691
0.156000	-1.7517842353
0.157000	-1.7500949861
0.158000	-1.7484045243
0.159000	-1.7467128532
0.160000	-1.7450199756
0.161000	-1.7433258949
0.162000	-1.7416306143
0.163000	-1.7399341371
0.164000	-1.7382364666
0.165000	-1.7365376063
0.166000	-1.7348375597
0.167000	-1.7331363304
0.168000	-1.7314339218
0.169000	-1.7297303377
0.170000	-1.7280255818
0.171000	-1.7263196579
0.172000	-1.7246125699
